,dish_type,price,star,comment_num,location
10577,小吃快餐,75,4,28,嘉定区
10578,小吃快餐,15,4,131,浦东新区
10579,小吃快餐,20,4,339,静安区
10580,小吃快餐,105,3,238,徐汇区
10581,小吃快餐,73,4,187,静安区
10582,小吃快餐,48,5,124,静安区
10583,小吃快餐,107,4,17,静安区
10584,小吃快餐,30,5,217,嘉定区
10585,小吃快餐,23,4,104,浦东新区
10586,小吃快餐,74,4,42,浦东新区
10587,小吃快餐,14,4,129,闵行区
10588,小吃快餐,29,4,174,静安区
10589,小吃快餐,137,4,11,普陀区
10590,小吃快餐,38,4,82,嘉定区
10591,小吃快餐,18,4,333,浦东新区
10592,火锅,72,4,121,松江区
10593,火锅,75,4,426,浦东新区
10594,火锅,50,4,48,奉贤区
10595,火锅,292,4,1,徐汇区
10596,火锅,72,0,0,闵行区
10597,火锅,84,5,447,闵行区
10598,火锅,90,4,209,闵行区
10599,火锅,70,5,41,浦东新区
10600,火锅,99,4,7,浦东新区
10601,火锅,103,3,1,松江区
10602,火锅,68,4,554,奉贤区
10603,火锅,116,5,266,松江区
10604,火锅,48,4,33,松江区
10605,火锅,89,4,233,浦东新区
10606,火锅,73,5,233,青浦区
10607,新疆菜,96,3,23,闵行区
10608,新疆菜,38,4,32,长宁区
10609,新疆菜,44,4,91,闵行区
10610,新疆菜,58,3,0,闵行区
10611,新疆菜,71,3,22,浦东新区
10612,新疆菜,48,4,6,静安区
10613,火锅,84,4,59,青浦区
10614,火锅,44,5,1741,奉贤区
10615,火锅,113,4,16,松江区
10616,火锅,66,4,9,黄浦区
10617,火锅,50,4,9,其他区
10618,火锅,65,4,84,宝山区
10619,火锅,31,4,15,徐汇区
10620,火锅,106,4,2,静安区
10621,火锅,91,3,87,嘉定区
10622,火锅,83,5,91,浦东新区
10623,火锅,106,4,67,奉贤区
10624,火锅,91,3,7,宝山区
10625,火锅,83,4,32,闵行区
10626,火锅,68,5,340,静安区
10627,火锅,149,5,246,普陀区
10628,火锅,57,5,80,奉贤区
10629,火锅,78,4,8,闵行区
10630,火锅,73,3,17,杨浦区
10631,火锅,72,3,32,金山区
10632,火锅,83,4,51,浦东新区
10633,火锅,55,4,27,奉贤区
10634,火锅,83,4,8,长宁区
10635,火锅,83,4,17,宝山区
10636,火锅,319,4,5,虹口区
10637,火锅,80,4,12,松江区
10638,火锅,80,4,1550,普陀区
10639,火锅,52,3,5,青浦区
10640,火锅,102,0,9,闵行区
10641,火锅,121,5,90,静安区
10642,火锅,66,5,92,松江区
10643,火锅,65,3,50,奉贤区
10644,火锅,74,3,295,松江区
10645,火锅,64,5,1237,浦东新区
10646,火锅,62,3,1291,闵行区
10647,火锅,53,4,27,松江区
10648,火锅,101,3,149,徐汇区
10649,火锅,94,3,27,徐汇区
10650,火锅,89,4,28,虹口区
10651,火锅,92,4,30,嘉定区
10652,火锅,77,4,11,金山区
10653,火锅,93,4,17,宝山区
10654,火锅,149,4,6,闵行区
10655,火锅,109,5,428,静安区
10656,火锅,84,5,55,浦东新区
10657,火锅,92,3,1,金山区
10658,代金券,118,5,2009,嘉定区
10659,代金券,10,5,6019,奉贤区
10660,代金券,41,4,2033,松江区
10661,代金券,58,5,2890,嘉定区
10662,代金券,49,5,6643,松江区
10663,代金券,56,5,4214,奉贤区
10664,代金券,68,5,3730,金山区
10665,代金券,29,4,5931,青浦区
10666,代金券,87,5,1071,浦东新区
10667,代金券,49,4,2172,奉贤区
10668,代金券,94,4,463,闵行区
10669,代金券,38,5,3692,松江区
10670,代金券,101,4,2767,静安区
10671,代金券,12,4,9173,奉贤区
10672,代金券,56,5,611,青浦区
10673,小吃快餐,99,4,18,浦东新区
10674,小吃快餐,19,4,83,嘉定区
10675,小吃快餐,14,5,83,浦东新区
10676,小吃快餐,25,4,0,黄浦区
10677,小吃快餐,18,4,809,松江区
10678,小吃快餐,60,5,199,静安区
10679,小吃快餐,103,4,490,黄浦区
10680,小吃快餐,56,4,135,松江区
10681,小吃快餐,20,5,167,普陀区
10682,小吃快餐,170,4,5,宝山区
10683,小吃快餐,19,5,464,杨浦区
10684,小吃快餐,14,4,64,嘉定区
10685,小吃快餐,108,4,10,静安区
10686,小吃快餐,14,4,343,嘉定区
10687,小吃快餐,24,4,55,闵行区
10688,火锅,85,4,2,嘉定区
10689,火锅,102,0,1,浦东新区
10690,火锅,99,4,6,闵行区
10691,火锅,46,5,661,奉贤区
10692,火锅,75,4,9,浦东新区
10693,火锅,117,3,28,虹口区
10694,火锅,65,0,3,浦东新区
10695,火锅,85,4,6,金山区
10696,火锅,79,4,19,宝山区
10697,火锅,120,4,21,黄浦区
10698,火锅,75,4,10,浦东新区
10699,火锅,60,3,8,宝山区
10700,火锅,67,4,182,嘉定区
10701,火锅,67,3,1,杨浦区
10702,火锅,135,4,14,徐汇区
10703,代金券,59,4,4405,浦东新区
10704,代金券,10,4,1522,其他区
10705,代金券,49,5,2476,浦东新区
10706,代金券,30,5,1268,松江区
10707,代金券,74,4,1463,松江区
10708,代金券,33,4,271,长宁区
10709,代金券,49,5,1651,松江区
10710,代金券,80,4,1631,普陀区
10711,代金券,17,4,1394,徐汇区
10712,代金券,20,4,1292,徐汇区
10713,代金券,14,5,1838,青浦区
10714,代金券,50,4,1249,青浦区
10715,代金券,59,4,1449,嘉定区
10716,代金券,80,4,1097,闵行区
10717,代金券,56,4,540,杨浦区
10718,小吃快餐,53,4,8,浦东新区
10719,小吃快餐,10,5,22,青浦区
10720,小吃快餐,61,4,65,闵行区
10721,小吃快餐,149,4,21,黄浦区
10722,小吃快餐,23,4,30,闵行区
10723,小吃快餐,7,5,44,浦东新区
10724,小吃快餐,101,4,1241,黄浦区
10725,小吃快餐,18,4,75,黄浦区
10726,小吃快餐,17,5,217,杨浦区
10727,小吃快餐,121,4,23,普陀区
10728,小吃快餐,10,4,11,金山区
10729,小吃快餐,77,4,106,闵行区
10730,小吃快餐,86,4,3,静安区
10731,小吃快餐,44,4,26,闵行区
10732,小吃快餐,84,4,15,徐汇区
10733,火锅,99,3,10,闵行区
10734,火锅,47,3,0,长宁区
10735,火锅,53,4,57,松江区
10736,火锅,105,4,2,浦东新区
10737,火锅,76,3,4,闵行区
10738,火锅,73,3,56,青浦区
10739,火锅,85,5,205,嘉定区
10740,火锅,83,4,4,宝山区
10741,火锅,60,3,4,徐汇区
10742,火锅,160,4,70,浦东新区
10743,火锅,48,4,935,浦东新区
10744,火锅,131,5,48,闵行区
10745,火锅,74,4,8,嘉定区
10746,火锅,45,5,38,奉贤区
10747,火锅,94,4,16,虹口区
10748,代金券,24,4,3540,奉贤区
10749,代金券,68,4,5436,松江区
10750,代金券,67,4,422,杨浦区
10751,代金券,69,4,1398,嘉定区
10752,代金券,14,4,2640,浦东新区
10753,代金券,15,4,5415,青浦区
10754,代金券,57,4,2136,嘉定区
10755,代金券,39,5,657,闵行区
10756,代金券,46,4,3686,长宁区
10757,代金券,51,4,734,闵行区
10758,代金券,94,4,7750,嘉定区
10759,代金券,28,4,1527,浦东新区
10760,代金券,131,4,982,静安区
10761,代金券,48,3,2171,闵行区
10762,代金券,89,4,632,虹口区
10763,小吃快餐,0,3,0,金山区
10764,小吃快餐,19,5,373,青浦区
10765,小吃快餐,19,4,16,宝山区
10766,小吃快餐,91,4,90,长宁区
10767,小吃快餐,76,3,44,虹口区
10768,小吃快餐,18,3,3,松江区
10769,小吃快餐,130,4,132,宝山区
10770,小吃快餐,26,4,19,浦东新区
10771,小吃快餐,17,5,42,青浦区
10772,小吃快餐,144,5,8,长宁区
10773,小吃快餐,80,4,132,嘉定区
10774,小吃快餐,57,4,11,黄浦区
10775,小吃快餐,137,5,1,杨浦区
10776,小吃快餐,23,4,8,虹口区
10777,小吃快餐,0,4,20,宝山区
10778,火锅,50,3,16,松江区
10779,火锅,91,5,45,松江区
10780,火锅,105,3,11,静安区
10781,火锅,107,4,15,闵行区
10782,火锅,84,3,18,黄浦区
10783,火锅,84,5,75,浦东新区
10784,火锅,92,4,15,嘉定区
10785,火锅,169,5,20,闵行区
10786,火锅,278,4,1,普陀区
10787,火锅,80,4,11,虹口区
10788,火锅,92,4,10,浦东新区
10789,火锅,52,4,347,嘉定区
10790,火锅,72,3,19,闵行区
10791,火锅,68,4,1,闵行区
10792,火锅,87,4,19,青浦区
10793,小吃快餐,35,4,0,徐汇区
10794,小吃快餐,40,4,4,黄浦区
10795,小吃快餐,25,4,8,青浦区
10796,小吃快餐,81,4,3,闵行区
10797,小吃快餐,24,3,46,黄浦区
10798,小吃快餐,16,4,21,青浦区
10799,小吃快餐,158,3,257,静安区
10800,小吃快餐,29,4,27,浦东新区
10801,小吃快餐,28,3,0,金山区
10802,小吃快餐,41,5,62,黄浦区
10803,小吃快餐,36,5,310,黄浦区
10804,小吃快餐,49,4,8,虹口区
10805,小吃快餐,94,4,79,杨浦区
10806,小吃快餐,18,4,3832,闵行区
10807,小吃快餐,18,4,1293,浦东新区
10808,火锅,143,5,78,普陀区
10809,火锅,109,4,23,松江区
10810,火锅,0,3,22,奉贤区
10811,火锅,113,3,41,宝山区
10812,火锅,90,3,0,浦东新区
10813,火锅,94,5,93,虹口区
10814,火锅,80,5,66,嘉定区
10815,火锅,109,4,117,浦东新区
10816,火锅,100,4,29,宝山区
10817,火锅,100,4,0,闵行区
10818,火锅,55,3,2,静安区
10819,火锅,62,5,120,嘉定区
10820,火锅,78,3,9,嘉定区
10821,火锅,126,4,15,长宁区
10822,火锅,50,5,589,浦东新区
10823,小吃快餐,99,4,1455,徐汇区
10824,小吃快餐,14,4,499,奉贤区
10825,小吃快餐,18,4,8946,青浦区
10826,小吃快餐,103,4,1047,浦东新区
10827,小吃快餐,59,4,1239,其他区
10828,小吃快餐,78,5,4807,闵行区
10829,小吃快餐,55,4,358,松江区
10830,小吃快餐,25,4,13423,徐汇区
10831,小吃快餐,16,5,1670,松江区
10832,小吃快餐,86,4,20,嘉定区
10833,小吃快餐,33,4,1672,青浦区
10834,小吃快餐,164,4,1374,徐汇区
10835,小吃快餐,147,4,14,闵行区
10836,小吃快餐,90,4,2738,嘉定区
10837,小吃快餐,80,4,1917,浦东新区
10838,火锅,58,4,158,青浦区
10839,火锅,65,3,12,松江区
10840,火锅,97,5,124,浦东新区
10841,火锅,44,4,21,黄浦区
10842,火锅,92,4,13,闵行区
10843,火锅,36,4,38,嘉定区
10844,火锅,52,5,71,金山区
10845,火锅,71,3,12,浦东新区
10846,火锅,87,4,11,宝山区
10847,火锅,88,5,47,嘉定区
10848,火锅,84,4,79,长宁区
10849,火锅,66,3,3,嘉定区
10850,火锅,76,5,30,嘉定区
10851,火锅,80,4,42,奉贤区
10852,火锅,63,5,57,金山区
10853,小吃快餐,115,4,212,虹口区
10854,小吃快餐,30,4,4585,浦东新区
10855,小吃快餐,15,4,2932,金山区
10856,小吃快餐,0,3,0,普陀区
10857,小吃快餐,18,4,5918,松江区
10858,小吃快餐,15,4,10522,嘉定区
10859,小吃快餐,118,5,2,杨浦区
10860,小吃快餐,69,3,2462,奉贤区
10861,小吃快餐,20,4,6677,嘉定区
10862,小吃快餐,29,3,46,松江区
10863,小吃快餐,17,4,2429,青浦区
10864,小吃快餐,30,5,16873,闵行区
10865,小吃快餐,118,3,0,虹口区
10866,小吃快餐,49,4,1611,静安区
10867,小吃快餐,24,4,4714,奉贤区
10868,火锅,124,4,57,闵行区
10869,火锅,405,5,0,虹口区
10870,火锅,57,4,778,金山区
10871,火锅,93,4,403,黄浦区
10872,火锅,614,5,0,黄浦区
10873,火锅,110,4,10,浦东新区
10874,火锅,84,3,12,嘉定区
10875,火锅,77,5,28,黄浦区
10876,火锅,133,4,6,浦东新区
10877,火锅,55,5,267,浦东新区
10878,火锅,77,5,37,松江区
10879,火锅,122,4,11,宝山区
10880,火锅,0,4,20,嘉定区
10881,火锅,123,4,9,黄浦区
10882,火锅,65,4,321,徐汇区
10883,小吃快餐,0,3,0,徐汇区
10884,小吃快餐,10,5,4620,嘉定区
10885,小吃快餐,20,4,1126,浦东新区
10886,小吃快餐,169,4,0,闵行区
10887,小吃快餐,15,4,1328,嘉定区
10888,小吃快餐,25,3,1797,金山区
10889,小吃快餐,69,4,37,黄浦区
10890,小吃快餐,81,4,1973,奉贤区
10891,小吃快餐,39,3,1710,静安区
10892,小吃快餐,41,4,0,长宁区
10893,小吃快餐,32,3,1998,黄浦区
10894,小吃快餐,26,4,2064,徐汇区
10895,小吃快餐,24,4,0,黄浦区
10896,小吃快餐,32,4,5553,黄浦区
10897,小吃快餐,30,4,661,徐汇区
10898,火锅,74,4,13,宝山区
10899,火锅,69,4,60,闵行区
10900,火锅,116,3,6,浦东新区
10901,火锅,65,4,24,金山区
10902,火锅,60,5,95,宝山区
10903,火锅,139,5,0,静安区
10904,火锅,140,4,59,徐汇区
10905,火锅,118,4,18,虹口区
10906,火锅,65,4,87,浦东新区
10907,火锅,55,4,799,金山区
10908,火锅,84,5,364,青浦区
10909,火锅,580,4,9,黄浦区
10910,火锅,90,3,2,宝山区
10911,火锅,59,4,54,闵行区
10912,火锅,60,5,642,青浦区
10913,小吃快餐,19,4,0,徐汇区
10914,小吃快餐,14,4,2157,闵行区
10915,小吃快餐,24,5,1555,长宁区
10916,小吃快餐,187,4,5,黄浦区
10917,小吃快餐,15,4,2492,闵行区
10918,小吃快餐,30,4,3505,松江区
10919,小吃快餐,0,4,0,杨浦区
10920,小吃快餐,14,5,2135,奉贤区
10921,小吃快餐,30,4,1112,青浦区
10922,小吃快餐,24,3,0,虹口区
10923,小吃快餐,54,5,1450,宝山区
10924,小吃快餐,15,4,2193,金山区
10925,小吃快餐,34,4,17,青浦区
10926,小吃快餐,32,4,2779,松江区
10927,小吃快餐,62,3,1827,宝山区
10928,小吃快餐,140,4,9,黄浦区
10929,小吃快餐,34,5,4503,宝山区
10930,小吃快餐,32,4,1214,松江区
10931,小吃快餐,149,4,8,宝山区
10932,小吃快餐,29,5,1193,松江区
10933,小吃快餐,20,4,2214,嘉定区
10934,小吃快餐,26,4,0,闵行区
10935,小吃快餐,17,4,11580,浦东新区
10936,小吃快餐,10,5,548,松江区
10937,小吃快餐,14,4,0,静安区
10938,小吃快餐,32,4,1800,宝山区
10939,小吃快餐,0,4,599,浦东新区
10940,小吃快餐,123,4,16,浦东新区
10941,小吃快餐,32,4,2341,青浦区
10942,小吃快餐,28,4,443,徐汇区
10943,代金券,50,4,1550,浦东新区
10944,代金券,80,4,1730,浦东新区
10945,代金券,97,4,713,宝山区
10946,代金券,39,5,2089,嘉定区
10947,代金券,49,4,304,松江区
10948,代金券,19,3,717,松江区
10949,代金券,29,4,1042,嘉定区
10950,代金券,20,4,585,闵行区
10951,代金券,21,3,1168,浦东新区
10952,代金券,12,4,2295,奉贤区
10953,代金券,17,4,2010,松江区
10954,代金券,40,4,252,闵行区
10955,代金券,48,4,908,虹口区
10956,代金券,37,5,5805,松江区
10957,代金券,57,4,2082,青浦区
10958,小吃快餐,153,4,2,宝山区
10959,小吃快餐,99,4,2098,静安区
10960,小吃快餐,20,4,996,金山区
10961,小吃快餐,184,5,1,静安区
10962,小吃快餐,17,4,394,闵行区
10963,小吃快餐,16,4,952,奉贤区
10964,小吃快餐,0,3,0,长宁区
10965,小吃快餐,20,5,425,静安区
10966,小吃快餐,7,4,635,嘉定区
10967,小吃快餐,53,3,0,长宁区
10968,小吃快餐,40,4,252,闵行区
10969,小吃快餐,22,5,1715,黄浦区
10970,小吃快餐,24,3,0,浦东新区
10971,小吃快餐,18,4,2076,金山区
10972,小吃快餐,22,4,1555,徐汇区
10973,小吃快餐,30,4,114,黄浦区
10974,小吃快餐,16,3,414,嘉定区
10975,小吃快餐,30,5,2297,长宁区
10976,小吃快餐,58,4,0,静安区
10977,小吃快餐,19,4,934,浦东新区
10978,小吃快餐,32,4,1032,松江区
10979,小吃快餐,61,4,0,黄浦区
10980,小吃快餐,21,4,901,浦东新区
10981,小吃快餐,21,5,652,松江区
10982,小吃快餐,64,4,1070,嘉定区
10983,小吃快餐,30,4,2078,杨浦区
10984,小吃快餐,14,5,439,奉贤区
10985,小吃快餐,10,4,398,嘉定区
10986,小吃快餐,31,4,2215,松江区
10987,小吃快餐,27,5,1072,嘉定区
10988,小吃快餐,14,4,736,浦东新区
10989,小吃快餐,16,4,1901,嘉定区
10990,小吃快餐,16,4,437,金山区
10991,小吃快餐,50,4,1381,徐汇区
10992,小吃快餐,65,5,798,松江区
10993,小吃快餐,22,5,559,普陀区
10994,小吃快餐,56,4,647,虹口区
10995,小吃快餐,19,5,409,嘉定区
10996,小吃快餐,13,5,741,松江区
10997,小吃快餐,51,4,785,奉贤区
10998,小吃快餐,14,4,448,青浦区
10999,小吃快餐,51,4,1054,青浦区
11000,小吃快餐,68,4,265,浦东新区
11001,小吃快餐,65,4,740,奉贤区
11002,小吃快餐,165,5,792,虹口区
11003,代金券,24,4,6067,金山区
11004,代金券,49,4,1025,松江区
11005,代金券,66,4,863,静安区
11006,代金券,63,4,1740,浦东新区
11007,代金券,68,4,1468,青浦区
11008,代金券,81,4,1377,杨浦区
11009,代金券,74,4,428,松江区
11010,代金券,67,4,507,闵行区
11011,代金券,67,4,1255,浦东新区
11012,代金券,19,4,4034,其他区
11013,代金券,73,4,4927,青浦区
11014,代金券,51,5,778,其他区
11015,代金券,10,4,897,松江区
11016,代金券,46,4,2407,浦东新区
11017,代金券,65,4,1085,杨浦区
11018,小吃快餐,22,4,347,黄浦区
11019,小吃快餐,19,4,283,普陀区
11020,小吃快餐,12,3,338,金山区
11021,小吃快餐,10,4,757,宝山区
11022,小吃快餐,33,5,259,浦东新区
11023,小吃快餐,94,3,666,浦东新区
11024,小吃快餐,36,4,692,奉贤区
11025,小吃快餐,35,4,427,闵行区
11026,小吃快餐,103,4,320,长宁区
11027,小吃快餐,19,3,461,静安区
11028,小吃快餐,22,3,632,普陀区
11029,小吃快餐,96,4,435,宝山区
11030,小吃快餐,93,4,292,浦东新区
11031,小吃快餐,11,4,968,奉贤区
11032,小吃快餐,18,4,432,浦东新区
11033,代金券,82,4,648,虹口区
11034,代金券,46,4,1329,松江区
11035,代金券,29,4,988,浦东新区
11036,代金券,54,4,1672,松江区
11037,代金券,19,4,3194,金山区
11038,代金券,51,4,574,浦东新区
11039,代金券,9,5,760,其他区
11040,代金券,72,4,983,闵行区
11041,代金券,92,4,406,其他区
11042,代金券,35,4,117,杨浦区
11043,代金券,20,4,481,嘉定区
11044,代金券,13,4,7814,奉贤区
11045,代金券,21,4,530,其他区
11046,代金券,36,4,214,松江区
11047,代金券,10,4,508,浦东新区
11048,小吃快餐,18,4,432,浦东新区
11049,小吃快餐,60,4,642,黄浦区
11050,小吃快餐,14,3,516,闵行区
11051,小吃快餐,95,4,573,嘉定区
11052,小吃快餐,14,4,352,浦东新区
11053,小吃快餐,15,4,360,青浦区
11054,小吃快餐,46,5,1464,黄浦区
11055,小吃快餐,80,4,904,闵行区
11056,小吃快餐,17,4,1561,嘉定区
11057,小吃快餐,23,5,44,徐汇区
11058,小吃快餐,17,5,852,闵行区
11059,小吃快餐,14,4,143,松江区
11060,小吃快餐,11,4,3647,静安区
11061,小吃快餐,46,5,168,闵行区
11062,小吃快餐,23,4,718,浦东新区
11063,汤/粥/炖菜,24,3,2,浦东新区
11064,汤/粥/炖菜,15,5,3649,浦东新区
11065,汤/粥/炖菜,23,5,99,长宁区
11066,汤/粥/炖菜,42,5,1747,闵行区
11067,汤/粥/炖菜,32,5,645,浦东新区
11068,汤/粥/炖菜,95,5,813,虹口区
11069,汤/粥/炖菜,20,5,672,奉贤区
11070,汤/粥/炖菜,69,5,2008,普陀区
11071,汤/粥/炖菜,33,5,849,嘉定区
11072,汤/粥/炖菜,17,5,1315,金山区
11073,汤/粥/炖菜,42,5,1883,闵行区
11074,汤/粥/炖菜,93,5,81,杨浦区
11075,汤/粥/炖菜,64,4,1070,嘉定区
11076,汤/粥/炖菜,46,4,3686,长宁区
11077,汤/粥/炖菜,16,4,4751,浦东新区
11078,小吃快餐,25,4,188,浦东新区
11079,小吃快餐,56,4,222,浦东新区
11080,小吃快餐,31,5,101,松江区
11081,小吃快餐,51,3,612,嘉定区
11082,小吃快餐,105,4,855,杨浦区
11083,小吃快餐,24,4,173,宝山区
11084,小吃快餐,15,4,455,浦东新区
11085,小吃快餐,81,4,416,浦东新区
11086,小吃快餐,20,4,364,宝山区
11087,小吃快餐,40,4,433,青浦区
11088,小吃快餐,96,4,2702,虹口区
11089,小吃快餐,16,5,295,嘉定区
11090,小吃快餐,12,4,397,长宁区
11091,小吃快餐,38,4,273,浦东新区
11092,小吃快餐,72,5,75,青浦区
11093,代金券,91,4,250,嘉定区
11094,代金券,80,4,145,闵行区
11095,代金券,59,5,461,浦东新区
11096,代金券,14,4,464,浦东新区
11097,代金券,14,5,1165,松江区
11098,代金券,52,4,452,普陀区
11099,代金券,59,4,964,浦东新区
11100,代金券,52,4,541,闵行区
11101,代金券,34,4,599,嘉定区
11102,代金券,19,3,605,金山区
11103,代金券,50,5,1545,普陀区
11104,代金券,14,4,3750,奉贤区
11105,代金券,30,4,453,浦东新区
11106,代金券,51,5,786,浦东新区
11107,代金券,30,4,336,闵行区
11108,小吃快餐,20,5,1098,青浦区
11109,小吃快餐,34,4,411,浦东新区
11110,小吃快餐,20,4,224,其他区
11111,小吃快餐,15,5,257,浦东新区
11112,小吃快餐,16,4,147,浦东新区
11113,小吃快餐,24,4,406,闵行区
11114,小吃快餐,25,3,276,普陀区
11115,小吃快餐,62,4,60,徐汇区
11116,小吃快餐,26,4,111,静安区
11117,小吃快餐,27,4,219,闵行区
11118,小吃快餐,29,5,4243,杨浦区
11119,小吃快餐,69,4,296,宝山区
11120,小吃快餐,14,5,1306,嘉定区
11121,小吃快餐,19,5,714,奉贤区
11122,小吃快餐,41,4,275,浦东新区
11123,代金券,19,4,351,浦东新区
11124,代金券,82,3,187,浦东新区
11125,代金券,51,3,612,嘉定区
11126,代金券,55,5,426,浦东新区
11127,代金券,10,4,665,浦东新区
11128,代金券,54,4,128,宝山区
11129,代金券,57,4,701,嘉定区
11130,代金券,63,4,1358,浦东新区
11131,代金券,59,5,107,闵行区
11132,代金券,15,4,295,闵行区
11133,代金券,55,4,1509,奉贤区
11134,代金券,22,4,1479,松江区
11135,代金券,54,4,988,浦东新区
11136,代金券,28,4,575,浦东新区
11137,代金券,58,4,259,嘉定区
11138,汤/粥/炖菜,19,4,1518,奉贤区
11139,汤/粥/炖菜,86,4,2046,普陀区
11140,汤/粥/炖菜,27,5,16,浦东新区
11141,汤/粥/炖菜,21,4,104,松江区
11142,汤/粥/炖菜,43,4,703,青浦区
11143,汤/粥/炖菜,48,5,53,虹口区
11144,汤/粥/炖菜,50,4,16,静安区
11145,汤/粥/炖菜,81,5,488,闵行区
11146,汤/粥/炖菜,61,4,65,闵行区
11147,汤/粥/炖菜,48,5,34,嘉定区
11148,汤/粥/炖菜,72,4,323,浦东新区
11149,汤/粥/炖菜,15,5,43,松江区
11150,汤/粥/炖菜,46,4,45,闵行区
11151,汤/粥/炖菜,25,4,2,松江区
11152,汤/粥/炖菜,99,3,13,杨浦区
11153,汤/粥/炖菜,18,4,35,静安区
11154,汤/粥/炖菜,15,4,51,青浦区
11155,汤/粥/炖菜,48,5,53,虹口区
11156,汤/粥/炖菜,32,5,645,浦东新区
11157,汤/粥/炖菜,39,4,183,静安区
11158,汤/粥/炖菜,21,4,13,静安区
11159,汤/粥/炖菜,66,3,43,浦东新区
11160,汤/粥/炖菜,27,5,16,浦东新区
11161,汤/粥/炖菜,10,4,19,奉贤区
11162,汤/粥/炖菜,23,5,99,长宁区
11163,汤/粥/炖菜,46,4,45,闵行区
11164,汤/粥/炖菜,23,4,8,杨浦区
11165,汤/粥/炖菜,17,5,1315,金山区
11166,汤/粥/炖菜,35,4,21,松江区
11167,汤/粥/炖菜,38,4,18,奉贤区
11168,小吃快餐,19,5,64,杨浦区
11169,小吃快餐,119,4,102,浦东新区
11170,小吃快餐,23,5,139,嘉定区
11171,小吃快餐,33,5,1482,徐汇区
11172,小吃快餐,35,5,50,其他区
11173,小吃快餐,73,4,199,嘉定区
11174,小吃快餐,18,4,365,其他区
11175,小吃快餐,14,5,481,浦东新区
11176,小吃快餐,25,5,1918,徐汇区
11177,小吃快餐,81,5,488,闵行区
11178,小吃快餐,25,5,1588,浦东新区
11179,小吃快餐,94,4,213,嘉定区
11180,小吃快餐,38,5,91,松江区
11181,小吃快餐,35,5,46,浦东新区
11182,小吃快餐,43,5,42,静安区
11183,代金券,103,4,812,徐汇区
11184,代金券,40,4,223,黄浦区
11185,代金券,33,3,280,奉贤区
11186,代金券,57,4,797,嘉定区
11187,代金券,34,5,72,浦东新区
11188,代金券,40,4,173,松江区
11189,代金券,14,5,1348,嘉定区
11190,代金券,11,4,458,嘉定区
11191,代金券,57,4,131,浦东新区
11192,代金券,15,4,736,奉贤区
11193,代金券,89,5,1078,奉贤区
11194,代金券,43,4,286,嘉定区
11195,代金券,50,5,379,松江区
11196,代金券,20,4,206,奉贤区
11197,代金券,45,4,589,浦东新区
11198,汤/粥/炖菜,59,4,281,松江区
11199,汤/粥/炖菜,26,4,398,青浦区
11200,汤/粥/炖菜,49,4,256,青浦区
11201,汤/粥/炖菜,80,4,132,嘉定区
11202,汤/粥/炖菜,23,4,12,徐汇区
11203,汤/粥/炖菜,12,4,2295,奉贤区
11204,汤/粥/炖菜,57,4,25,青浦区
11205,汤/粥/炖菜,87,3,236,浦东新区
11206,汤/粥/炖菜,24,4,19,浦东新区
11207,汤/粥/炖菜,66,3,107,静安区
11208,汤/粥/炖菜,15,3,0,浦东新区
11209,汤/粥/炖菜,111,4,171,徐汇区
11210,汤/粥/炖菜,23,4,8,杨浦区
11211,汤/粥/炖菜,52,4,363,闵行区
11212,汤/粥/炖菜,20,3,7,闵行区
11213,小吃快餐,89,4,20,黄浦区
11214,小吃快餐,39,4,48,浦东新区
11215,小吃快餐,38,3,29,浦东新区
11216,小吃快餐,16,5,210,宝山区
11217,小吃快餐,50,5,72,虹口区
11218,小吃快餐,121,5,271,浦东新区
11219,小吃快餐,32,4,73,杨浦区
11220,小吃快餐,26,4,989,松江区
11221,小吃快餐,41,4,140,金山区
11222,小吃快餐,34,5,126,黄浦区
11223,小吃快餐,47,5,130,闵行区
11224,小吃快餐,72,4,48,浦东新区
11225,小吃快餐,30,4,41,徐汇区
11226,小吃快餐,50,4,24,松江区
11227,小吃快餐,38,4,85,闵行区
11228,代金券,34,4,254,嘉定区
11229,代金券,58,3,113,普陀区
11230,代金券,29,5,136,嘉定区
11231,代金券,231,4,119,黄浦区
11232,代金券,45,5,466,松江区
11233,代金券,76,5,279,徐汇区
11234,代金券,20,4,308,黄浦区
11235,代金券,8,4,226,青浦区
11236,代金券,69,4,188,闵行区
11237,代金券,68,4,133,松江区
11238,代金券,126,4,429,嘉定区
11239,代金券,27,5,247,杨浦区
11240,代金券,60,4,246,其他区
11241,代金券,65,4,362,宝山区
11242,代金券,30,5,400,青浦区
11243,小吃快餐,18,4,238,杨浦区
11244,小吃快餐,54,4,199,闵行区
11245,小吃快餐,86,4,32,静安区
11246,小吃快餐,5,4,18,浦东新区
11247,小吃快餐,100,4,504,徐汇区
11248,小吃快餐,12,4,64,金山区
11249,小吃快餐,39,4,139,杨浦区
11250,小吃快餐,18,3,85,杨浦区
11251,小吃快餐,16,4,145,嘉定区
11252,小吃快餐,14,4,138,闵行区
11253,小吃快餐,28,3,1613,黄浦区
11254,小吃快餐,18,4,106,黄浦区
11255,小吃快餐,18,4,35,静安区
11256,小吃快餐,73,4,25,静安区
11257,小吃快餐,18,4,164,浦东新区
11258,代金券,43,4,326,浦东新区
11259,代金券,20,4,239,浦东新区
